岗位名称,公司名称,薪资范围,工作地点,学历要求,经验要求,公司规模,公司行业,福利待遇,职位信息
AI agent实习生,云体科技,150-200元/天,苏州,学历不限,,20-99人,计算机软件,带薪年假|年终奖|五险一金,我们是： 一家专注于工业研发管理SaaS软件的高科技创业公boss司，帮助车企快速实现数来自字化转型。 我们也是： 一⽀年轻的、充满青年才俊的海归创业团队！！平均年龄28岁！团队成员来⾃于德国卡尔斯鲁厄理⼯大学、芬兰阿尔托大学、吉林⼤学、中国地质大学、北方工业大学的汽车或计算机专业。我们不仅拥有对应届生、实习生、正式岗位员工的系统化培养体系，扁平化、老带新的管理模式，我们也有以兴趣和能力为驱动的，内部员工转岗和培养机制，最大程度激发你的工作兴趣和培养你的工作能力！ 你将获得： 高于行业平均水平的薪酬，轻松灵活的工作环境，互相学习的工作氛围，和无限的发展潜力，能够近距离地观察一家创业公司从0到1的建设过程，并能亲身参与其中。 每年有超过5-10名优秀实习生从我们这儿获得了软件开发经验，并获得了我们的正式岗位或硕博申请推荐信。 职责范围： 1、协助开发工程师一起，基于现有工业研发管理软件MappingSpace，开发AI agent 2、独立完成某些模块的开发，独立完成单元测试用例的编写 岗位要求： 1、远程实习，每周至少能工作4天以上； 2、大三及以上（大二学生有实际开发项目经历优先） 3、熟悉大模型，有过大模型或大模型应用相关的开发经验，熟悉Langchain、Langgraph或其他类似agent框架 4、熟练使用当前主流的AI agent，如豆包、chatgpt、cursor、copilot等 5、prefer: 对golang\python\java语言可以熟练运用 6、了解git，使用过gitlab或github做多人项目的开发，了解git里面主线、分支的概念，熟悉git的基本操作； 7、对代码质量有高要求，能在开发过程中编写单元测试 实习要求 5天/周*3个月 提供转正机会。 远程实习！可在任何地方工作
AI工程师,苏州华为技术研发,230-330元/天,苏州,本科,,10000人以上,通信/网络设备,绩效奖金|节日福利|五险一金|交通补助|住房补贴|保底工资|全勤奖|意外险|带薪年假|有无线网|加班补助|补充医疗保险|节假日加班费|法定节假日三薪|零食下午茶|年终奖|团建聚餐|定期体检|免费班车|员工旅游,包括但不限于AI软boss件开发：机器学习来自模型设计、开发、优化；多模态大模型的应用设计、开发、优化；Agent RAG设计开发
AI Agent 开发工程师实习（OpenClaw 方向）,苏州深庭纪,200-350元/天,苏州,本科,,20-99人,人工智能,住房补贴|节日福利|通讯补贴|五险一金|股票期权|团建聚餐|定期体检|餐补|交通补助|带薪年假,一、岗位boss概述（岗位价值） 我们正在构建一套面向公司内部boss员工的智能助⼿系统，帮助研发、产品、运营、⾏政等岗位提升⼯作效率。 该系统基于 OpenClaw Agent 框架，深度集成公司内部工具（IM、文档系统、知识库、⼯单系统、业务 API 等），通过大模型 + 自动化能力，实现从“回答问题”到“执行任务”的升级。 你将直接参与这套系统的设计与实现，打造真正能落地、能被使用、能提升效率的 AI Agent 系统。 这不是写 Prompt 的岗位，而是做工程级 AI 系统落地的岗位。 二、岗位职责 1. 参与基于 OpenClaw 的企业级 AI Agent 系统搭建与迭代 2. 设计并实现 Agent 的工具能力（Tool / Skill），将大模型与真实业务系统打通 3. 接入公司内部系统（IM、文档、知识库、内部 API 等），实现自动化流程能力 4. 参与多会话、多用户场景下的上下文管理与权限设计 5. 优化 Agent 的执行流程、响应效率与系统稳定性 6. 与产品及业务团队协作，将真实业务流程抽象为可执行的 Agent 能力 7. 关注大模型与 Agent 技术发展，探索更高效的系统架构方案 三、任职要求 - 研一及以上在读，计算机 / 人工智能 / 软件工程等相关专业 - 熟悉至少一门主流编程语言（Python / TypeScript / JavaScript 等） - 熟练使用 AI 辅助编程工具（如 Claude Code、Copilot 等） - 理解 HTTP / API / Webhook / 基本服务架构 - 具备良好的工程思维和代码组织能力 - 能将模糊需求拆解为清晰的模块设计 - 对“让AI真正替人做事”有强烈兴趣 四、加分项 - 有 Agent 框架（OpenClaw / LangChain / AutoGPT 等）实践经验 - 有 IM 机器人或自动化系统开发经验（飞书 / Slack / 企业微信等） - 有大模型 API 实践经验（Claude / GPT 等） - 有 Linux 部署、服务管理经验 - 有开源项目贡献或个人技术项目 - 具备一定全栈开发能力
AI大模型开发工程师,聚思睿,10-15K,苏州,本科,1-3年,0-20人,咨询,绩效奖金|带薪年假|五险一金|保底工资|节日福利|底薪加提成,"全日制学信网可查！！！ 一、岗位职责 1. 负责公司软件产品的后端架来自构设计与开发工作，确保后端系统boss的稳定性、安全性和可扩展性。 2. 根据业务需求，进行后端接口的设计与开发，与前端开发人员协作完成前后端数据的交互与处理。 3. 负责数据库的设计、优化与维护，确保数据的完整性和高效性。 4. 对后端系统进行性能优化，提高系统的响应速度和吞吐量。 5. 编写相关文档，包括接口文档、系统使用说明等，方便团队成员进行协作与沟通。 6. 参与项目的需求分析、系统设计和代码评审等工作，确保项目的顺利进行。 二、任职要求 1. 计算机相关专业本科及以上学历，3年以上后端开发经验。 2. 精通Java、Python等至少一种后端开发语言，熟悉Spring、Django等主流后端框架。 3. 对数据库原理和应用有深入了解，熟练使用MySQL、MongoDB等数据库。 4. 熟悉分布式、高并发、微服务等相关技术，具备相关项目经验。 5. 具备良好的团队协作能力，能够与其他团队成员进行有效沟通与协作。 6. 具备较强的学习能力和创新能力，能够持续关注后端技术的发展动态，并将其应用于实际工作中。 7. 对代码质量有严格要求，注重代码的可读性、可维护性和安全性。 三、加分项 1. 有大型分布式系统或高并发场景下的开发经验。 2. 熟悉消息队列、缓存、负载均衡等中间件的使用和优化。 3. 有使用Docker、Kubernetes等容器化技术进行后端部署和管理的经验。 4. 对后端安全有深入了解，能够预防和解决常见的安全问题。 5. 有参与过开源项目或贡献过代码的经历。 6、涉及到的技术栈Django、fastapi、pytorch、langchain、agent智能体搭建、RAG、大模型微调(lora、qlora)、llama、熟悉huggingface,dify、coze"
AI大模型开发工程师,聚思睿管理咨询,8-12K,苏州,本科,1-3年,0-20人,咨询,五险一金|绩效奖金|团建聚餐|带薪年假|保底工资|底薪加提成,"日制学信网可查！！！ 一、岗位职责 1. 负责公司软件产品的后端架构设计来自与开发工作，确保后端系统的稳定性、安全性和可扩展性。 2. 根据业务需求，进⾏后端接口的设计与开发，与前端开发⼈员协作完成前后端数据的交互与处理。 3. 负责数据库的设计、优化与维护，确保数据的完整性和⾼效性。 4. 对后端系统进行性能优化，提高系统的响应速度和吞吐量。 5. 编写相关⽂档，包括接口文档、系统使用说明等，方便团队成员进行协作与沟通。 6. 参与项目的需求分析、系统设计和代码评审等工作，确保项目的顺利进行。 二、任职要求 1. 计算机相关专业本科及以上学历，3年以上后端开发经验。 2. 精通Java、Python等至少一种后端开发语言，熟悉Spring、Django等主流后端框架。 3. 对数据库原理和应用有深入了解，熟练使用MySQL、MongoDB等数据库。 4. 熟悉分布式、高并发、微服务等相关技术，具备相关项目经验。 5. 具备良好的团队协作能力，能够与其他团队成员进行有效沟通与协作。 6. 具备较强的学习能力和创新能力，能够持续关注后端技术的发展动态，并将其应用于实际工作中。 7. 对代码质量有严格要求，注重代码的可读性、可维护性和安全性。 三、加分项 1. 有大型分布式系统或高并发场景下的开发经验。 2. 熟悉消息队列、缓存、负载均衡等中间件的使用和优化。 3. 有使用Docker、Kubernetes等容器化技术进行后端部署和管理的经验。 4. 对后端安全有深入了解，能够预防和解决常见的安全问题。 5. 有参与过开源项目或贡献过代码的经历。 6、涉及到的技术栈Django、fastapi、pytorch、langchain、agent智能体搭建、RAG、大模型微调(lora、qlora)、llama、熟悉huggingface,dify、coze"
Java工程师（AI Agent全栈方向）,磐石云,10-15K,苏州,本科,1-3年,20-99人,计算机软件,五险一金|加班补助|年终奖,【岗位职boss责】 1.负责知识产权垂来自直领域：专利查新、FTO分析、外boss观FTO等AI Agent 产品的核心设计、开发与迭代维护。 2.基于业务场景优化 Agent 工作流、RAG 链路及多智能体协同机制，提升复杂检索与分析任务的准确率。 3.跟踪大模型及AI Agent领域的前沿技术，探索并落地提升系统效能的创新方案。 【任职要求】 1.学历要求：硕⼠及以上学历（计算机、⼈⼯智能或相关理工科专业优先）。 2 Native：具备深刻的 AI 原生思维，熟练掌握 LLM 提⽰词工程，熟悉 LangChain / LlamaIndex / AutoGen 等至少一种主流框架。 3.经验与Demo（硬性要求）：具备完整的 AI Agent 开发落地经验。投递时请务必附带个人开发的 AI Agent 项目 Demo（GitHub链接、演示视频、在线体验链接或详细项目文档均可）。 4.工程能力：扎实的 Python 编程基础，具备良好的代码规范和工程化落地能力，具备AI Coding以及全栈开发能力。 【加分项】 - 熟悉主流的大模型以及AI辅助工具。 - 了解专利法、查新检索、FTO等知识产权业务背景者优先。
大语言模型算法实习生,苏州格物数智科技,150-250元/天,苏州,本科,,0-20人,计算机软件,,高级Java开发工程师（AI智能体/RPA自动化方向） ⼆、任职要求 （⼀）核⼼技能要求 1. 精通Java开发语言，熟练掌握SpringBoot、SpringCloud、MyBatis/MyBatis-Plus等主流Java后端框架，具备5年及以上Java后端开发经验，拥有大型分布式系统、⾼并发系统开发经验者优先。 2. 熟练掌握Python语言，能独立使用Python完成脚本开发、数据处理、接口开发、AI模块辅助编码等工作，熟悉Python常用库与开发流程。 3. 具备AI开发基础，掌握主流AI开发工具并实际应用到工作中，了解主流AI大模型、机器学习基础原理，有实际的AI项目开发、模型调用、微调落地经验。 4. 理解Agent逻辑设计、流程编排、任务调度，能独立完成Agent模块的开发、调试与优化，了解主流Agent开发框架与技术方案，有相关技能平台开发经验者优先。 5. 具备Skill开发经验，能设计、开发标准化、可复用的业务技能模块，实现技能模块的集成、调用与管理，有相关技能平台开发经验者优先。 6. 对Python自动化、安卓及PC浏览器底层自动化有一定了解，具备自动化开发认知。 7. 熟练掌握MySQL、Redis等数据库，精通SQL编写、索引优化、数据库调优，熟悉缓存机制、消息队列等中间件使用。 （二）工作经验与学历要求 1. 本科及以上学历，计算机、软件工程、人工智能等相关专业，具备扎实的计算机基础，精通数据结构、算法、操作系统、网络通信等核心知识。 2. 5年及以上软件开发经验，有AI+Java后端、自动化系统、智能工具类项目开发经验者优先。 3. 具备良好的代码规范意识，擅长技术文档撰写，有大型项目从0到1落地经验者优先。 （三）综合素质要求 1. 具备极强的问题排查与解决能力，能快速定位复杂技术故障，给出合理解决方案。 2. 学习能力强，对新技术有浓厚兴趣，能快速上手前沿AI技术、自动化技术。 3. 具备良好的沟通协作能力、责任心和抗压能力，有团队协作精神，能高效配合产品、测试、运维等岗位完成工作。 4. 做事严谨细致，有良好的项目把控能力，能独立负责模块开发与进度推进。 三、加分项 1. 有大模型二次开发、Agent生态搭建、自动化平台完整落地经验。 2. 熟悉云原生技术，掌握Docker、K8s容器化部署与运维。 3. AI+RPA项目经验。 4. 拥有开源项目贡献经验，或技术博客、技术分享产出。
ai agent产品经理,Pacvue 泊客电商,20-29K,苏州,本科,5-10年,100-499人,互联网,生日福利|绩效奖金|带薪年假|零食下午茶|加班补助|团建聚餐|定期体检|节日福利|五险一金,产品boss经理（AI Agent方向） 岗位职责 1、负责国外电商平台广告AI功能设计和规模化：需求洞察、方案设计、MVP 验证、上线迭代与效果提升 2、将业务流程抽象为可执行的 Agent / ⼯具调⽤流程：定义任务拆解、上下⽂管理、工具权限与失败兜底 3、设计并持续优化 Prompt、RAG、工具选择策略，提升准确率、稳定性与成本效率 4、搭建质量评估体系：离线评测集、线上 A/B、⽤户反馈闭环，推动指标（采纳率/成功率/留存/成本）提升 5、了解 LLM 应用关键模块：Prompt、RAG、Function Calling/Tools、评测与安全 任职要求 1、5 年以上产品经验，有 1 个以上从 0→1 的核心功能或增长项目经验 2、拥有广告行业经验，具备业务经验 3、对用户体验、产品性能有高要求 4、数据驱动：会定义指标与实验，能用数据做决策（SQL/BI 任一，Excel必须） 5、优秀的跨团队推进能力与沟通表达 6、基本的英语听说读写能力，能够成功与全球客户合作 7、思维活跃，富有创造力，善于团队合作 加分项 1、有 Agent 产品、企业 SaaS、BI/数据分析、搜索/推荐相关经验 2、有成本优化经验（token、缓存、召回、推理延迟）或多模型路由策略经验
ai应用开发工程师,壹蓉科技,7-12K,苏州,本科,在校/应届,0-20人,计算机软件,,岗位职责： 1.负责软件供应链安全领域的数据采集、处boss理、应用通道建设 2设计多源数据采集方案，完成 Web 爬⾍开发、数据抓取和任务稳定性建设 3.负责多源数据清洗、去重、转换、合并和质量治理 4.负责数据准确、及时推送到业务应⽤侧，并对数据效果负责 5.参与组件库、项⽬库、软件库、漏洞库、许可证库、投毒情报库等知识库建设 6.参与数据链路部署、问题排查和日常维护，保障系统稳定运行 7.后续参与公司标品研发，承担部分平台功能开发和能⼒建设工作 8.参与 AI Agent 相关能力开发或集成落地 9.熟练使用 Claude Code、Cursor 等 AI 工具提升研发效率 10.能独立承担模块、项目或专项任务，推动复杂事项落地 任职要求： 1.计算机相关专业，13年及以上数据研发、数据采集、爬虫开发或后端开发经验 2.熟练掌握 Python，熟悉 Scrapy、Requests、Selenium 等爬虫技术 3.熟悉 Pandas、NumPy 等数据处理工具 4.熟练掌握 SQL，熟悉 MySQL、PostgreSQL、HBase 等数据库 5.熟悉 Java、Spring、Spring Boot、Spring Cloud 等技术栈优先 6.熟悉 AI Agent 开发相关理念或框架，有实际项目经验优先 7.熟悉 Linux，具备基础部署和问题排查能力 8.必须熟练使用 Claude Code、Cursor 等 AI 工具提升研发效率 9.对数据质量有较强敏感度 10.具备良好的沟通协作能力、项目推进能力和较强责任心 11.能独立扛模块、扛项目、扛结果者优先
AIT工程师,彤帆智能,7-8K·13薪,苏州,本科,1-3年,1000-9999人,智能硬件/消费电子,带薪年假|团建聚餐|绩效奖金|员工旅游|生日福利|年终奖|定期体检|通讯补贴|包住|免费工装|节日福利|有无线网|股票期权|宿舍有空调|五险一金|高温补贴,一、岗位职责 1. 智能体架构与核心系统研发 主导办公场景 AI Agent 架构设计与核心模块开发，包括任务规划、推理决策、工具调⽤、上下⽂ / 长短期记忆、异常容错。 构建多智能体协同框架（会议 Agent、⽂档 Agent、流程 Agent、知识 Agent），实现跨角色、跨系统、跨流程的自主协作。 设计并落地长时运⾏智能体，支持复杂办公任务全链路自动化执行与闭环。 2. 办公场景 AI 原生能力落地 将传统办公流程重构为AI 原生人机协同模式：会议、审批、周报、项目管理、知识库、内容创作、活动运营自动化。 负责RAG / 企业知识图谱构建与优化，实现文档理解、信息抽取、精准问答、知识自动沉淀。 完成 Agent 与办公系统（IM、文档、日历、邮箱、OA、项目平台）的API 集成与工具封装。 3. 工程化、可观测与安全合规 搭建 Agent评测、监控、可观测体系，定义任务成功率、准确率、成本、时延、稳定性等核心指标。 负责云原生部署、性能优化、成本治理、高可用保障，支撑企业级大规模稳定运行。 建立 Agent权限、沙箱、行为审计、隐私脱敏、内容合规机制，确保办公场景安全可控。 4. 技术前瞻与团队赋能 跟踪 Agent、LLM、多模态、MCP/A2A 协议等前沿进展，做技术预研与原型验证。 输出最佳实践、设计规范与技术文档，指导中初级工程师，提升团队整体工程能力。 二、任职要求 1. 硬性条件 本科及以上，计算机 / 软件工程 / AI 相关专业，4 年及以上后端 / AI 工程经验。 精通 Python，熟悉 Go/Java 其一；掌握 FastAPI/Flask/Spring Boot 任一主流框架。 熟练使用Docker/K8s云原生部署，具备分布式系统、高并发实践经验。 2. 专业技能（核心） 深度理解 AI Agent 全栈技术：Planning、ReAct/CoT/ToT、Function Calling、Memory、RAG、多 Agent 协同。 熟练使用主流框架：LangChain/LangGraph、AutoGen、CrewAI、Dify、Coze等。 熟悉向量数据库：Milvus/Weaviate/Pinecone/ES + 关系型 / 缓存数据库使用与优化。 具备Prompt 工程、工作流编排、评测迭代完整落地经验。 3. 加分项（优先录用） 有协同办公 / 企业服务 / 低代码 / AI 产品0→1 落地经验。 主导过多 Agent 系统、会议自动化、文档智能、知识管理、RPA+AI 融合项目。 熟悉 MCP、A2A 等智能体互联协议，具备插件生态设计经验。 有开源项目、技术博客、演讲分享或顶会论文优先。 3. 软实力 极强业务抽象与创新思维，能把模糊办公需求转化为可落地 Agent 方案。 追求工程质量，具备复杂问题排查、系统调优、架构决策能力。 强沟通、跨团队协作，能与产品、设计、运营高效共创。
云计算&Al&SaaS软件&Agent 销售经理,海南蓝陵数字科技,15-25K,苏州,大专,5-10年,20-99人,互联网,,【为什么选择星来自谷云？—— boss踩中出海风口，解锁百万boss年薪可能​】 2010 年成立来自至今，星谷云已成为 B2B 出海营销⾃动化领军者！总部扎根上海，⽆锡、苏州、武汉、深圳多城联动，服务⽹络覆盖全国 15 省市、50 + 核心城市，累计赋能 5000 + 出海企业，携手 100 + 全国代理商共建⾏业生态。​ 我们以【六大核心 AI 智能体构建一站式出海营销矩阵】，融合 AI 独立站、智能内容运营、数据驱动投流等硬核能力，联动 Google、Facebook、TikTok、Linkedin 等全球媒体巨头，为智能制造、新能源、机械设备等多行业提供全链路出海解决方案。在这里，你对接的是千亿级出海市场，服务的是高潜力成长型企业，销售的是 AI 赋能的创新产品 —— 风口赛道 + 优质平台，让你的销售之路少走弯路、快速爆发！​ ​ 【招聘岗位】：B2B 出海 AI 营销解决方案客户经理（上海总部）​ 【你的核心使命】：​ 1.挖掘出海企业 B2B 企业出海营销需求，提供定制化 AI 营销解决方案，成为客户信赖的出海顾问；​ 2.通过多渠道拓展优质客户资源，完成从需求对接、方案演示到合同签订、回款的全流程闭环；​ 3.沉淀行业案例与客户资源，紧跟市场动态，助力产品迭代与营销策略优化；​ 4.协同技术、客服团队，打造极致客户体验，提升客户续约率与转介绍率。​ 【我们期待这样的你】：​ 1.统招大专及以上学历，3年以上B端销售经验，具备互联网思维，对新趋势敏感；​ 2.热爱销售、目标感爆棚！有挑战高薪的野心，抗压能力强，不畏惧拒绝；​ 3.学习力突出，能快速掌握 AI 营销、出海业务等专业知识，适应高速成长节奏；​ 4.性格外向开朗，善于沟通表达，乐于拓展人脉，有出色的商务谈判技巧；​ 5.加分项：B2B 销售 TOP 业绩者、外贸相关工作经验、熟悉出海行业优先录用！​ ​ ​ 福利暴击：高薪 + 成长 + 福利，一个都不能少​ 【薪资待遇无上限】：无责任底薪 + 绩效 + 丰厚提成 + 多重奖金 + 专项补贴 + 积分奖励，综合年薪上不封顶！Top 销售年薪百万不是梦，业绩优秀者收入远超行业平均水平，多劳多得，实力说话！​ 【基础保障超安心】：朝九晚五（9:00-18:00）+ 周末双休，拒绝无效内卷！入职即缴纳五险一金，法定假日、带薪年假、婚假、产假、陪产假等各类假期全覆盖，工作生活两不误。​ 【成长赋能不脱节】：完善的带薪培训体系，从成长培训、专业技能培训到一对一导师帮带、陪同实战演练，小白能快速上手开单，资深销售可持续进阶突破，助力你成为出海营销领域专家。​ 【晋升通道无天花板】：三大发展方向自由选择 ——Top 专家通道（资深销售→销售专家）、管理通道（销售→主管→经理）、合伙人计划，不看资历看能力，你的潜力在这里能充分释放。​ 【丰厚激励拿到爽】：月 TOP 奖、季度销冠奖、优秀员工奖、破纪录奖等荣誉与奖金拿到手软，更有重磅福利：优秀员工直接解锁马尔代夫、塞班岛、亚马逊等国内外豪华旅游名额，工作优秀，福利升级！​ 【团队氛围超融洽】：下午茶、生日会、定期聚餐、年度旅游样样齐全，团队年轻活力，拒绝办公室政治，大家互帮互助搞业绩，工作轻松有干劲，相处像家人一样温暖！​ ​ 【我们的独特优势】：​ 行业红利：B2B 出海市场持续爆发，AI 营销替代传统模式已成趋势，需求缺口巨大，入行即踩风口；​ 产品硬核：六大 AI 智能体 + 全球媒体资源，精准解决企业出海获客、转化痛点，产品竞争力强，成单率更高；​ 资源丰富：5000 + 客户案例背书，100 + 全国代理商渠道支持，拓客更轻松，不用从零开始积累；​ 品牌实力：16年深耕 B2B 出海领域，行业口碑过硬，品牌认可度高，销售沟通更有底气！​ ​ 星谷云期待有冲劲、有梦想的你加入！在这里，你不仅能收获高薪回报，更能积累出海行业核心资源，实现职业价值的快速提升。风口之上，选择比努力更重要 —— 和星谷云一起，助力中国企业走向全球，共创事业新高度！
Java（base南京）正编,满帮集团,18-30K,苏州,本科,3-5年,1000-9999人,互联网,员工旅游|底薪加提成|高温补贴|节日福利|保底工资|生日福利|带薪年假|零食下午茶|住房补贴|餐补|年终奖|团建聚餐|五险一金|绩效奖金,你需要具备 1.计算机科学、软件工程、来自电子信息、boss人工智能、数据科学等相关专业优先。 2.必须懂 AI：⽇常深度使⽤ ChatGPT / Claude / DeepSeek / Kimi 等产品，能说出它们各⾃差异和适用场景。 3.熟练使用前沿 AI Coding ⼯具（Claude Code、Codex、OpenCode、Droid、Hermes 等），能用自然语言驱动开发。 4.对 AI Agent 有基本理解（能区分单轮问答和带记忆、能调用工具的 Agent），了解 Prompt Engineering。 5.具备产品思维：能区分「用户说的」和「用户真正需要的」。 逻辑清晰，文字简洁有力，能写结构化需求文档。 你将负责： 1.协助观察内测用户行为，收集和整理用户反馈。 2.协助竞品调研和 AI Agent 产品分析。 3.参与 Agent 回复质量评测，协助设计测试 case。 协助产品数据整理和内测日报输出。 你将获得： 1.产品负责人直带 — 直接带你拆问题、看数据、聊用户，不是大厂实习生的规定动作，而是近距离传递的产品判断力和工程直觉。 2.接触最前沿的工程范式：Vibe Coding + Harness Engineering — 以 AI Agent 驱动的自动化开发流水线替代手工编码，这种范式国内外都极其前沿，在校期间就能亲身参与。 3.全栈产品 Build 能力 — 从用户需求、产品设计、Agent 评测到功能上线跑通全链路。两个月后你有能力独立 Build 一个产品，不再只是螺丝钉。 备注：现场 1–2 天/周 + 远程 3–4 天/周
AI Agent 开发工程师,江苏哈森智造,15-22K,苏州,本科,5-10年,20-99人,金属制品,包吃|带薪年假|全勤奖|绩效奖金|五险一金,"【工作职责】 1 boss核心功能研发：基于大语言模型（LLM）来自进⾏应⽤层开发，负责 Prompt 设计与调优、RAG（检索增强⽣成）流程搭建、Agent（智能体）逻辑实现； 2.工程化落地：负责 AI 能力与现有 Java 业务系统的集成，参与后端 API 设计与开发，确保系统的⾼可用与高性能； 3.客户化交付与落地：参与银行等 B 端客户的私有化部署场景，针对客户数据进行模型微调（Fine-tuning）或知识库构建，解决现场落地的技术难题； 4.技术攻坚：负责解决 AI 应用在实际落地中的幻觉抑制、推理速度优化、长文本处理等问题。 【任职要求】 1. 基础素质与学历 本科及以上学历，计算机相关专业，具备扎实的计算机基础； 热爱 AI 技术，对 ChatGPT、Claude、开源模型（Llama, Qwen, ChatGLM）有浓厚兴趣和实际折腾经验。 2. 核心技术栈 Java 基础：精通 Java 后端开发，熟练掌握 Spring Boot、Spring Cloud、Mybatis 等主流框架； AI 开发栈： o熟悉 LangChain (Java/Python) 或 Spring AI 等应用开发框架； o熟悉至少一种向量数据库（如 Milvus、Elasticsearch、Faiss、Pgvector）的使用和优化； o具备 Prompt Engineering 实战经验，能通过提示词工程解决实际业务问题； 混合语言能力：虽然以 Java 为主，但必须能读懂或编写基础的 Python 代码 3. 部署与实施能力 熟悉 Linux 环境下的 Docker/K8s 容器化部署，有私有化模型部署经验者（如使用 vLLM, Ollama 等工具）优先； 具备良好的沟通能力，能接受项目周期的出差，协助客户进行现场环境的数据接入和系统调试。 4. 行业与加分项 【加分】 有构建企业级知识库、智能客服、文档问答系统经验者优先； 【加分】 参与过银行/金融类项目的开发与实施，熟悉金融行业数据安全规范者优先； 【加分】 了解大模型微调（PEFT/LoRA）流程者优先。"
AI开发工程师,汇川技术,15-25K·15薪,苏州,本科,5-10年,10000人以上,自动化设备,生日福利|团建聚餐|法定节假日三薪|员工旅游|节日福利|有无线网|节假日加班费|零食下午茶|免费班车|通讯补贴|五险一金|股票期权|定期体检|宿舍有空调|年终奖|高温补贴|交通补助|住房补贴|带薪年假,岗来自位职责 AI Agent平台核心开发：负责公司级AI Agent平台的后端架构设计、核心功能开发和性能优化，支撑多Agent协作、工具调⽤、记忆管理等关键能⼒。 Agent运⾏时建设：设计并实现高可用、⾼并发的Agent运行时引擎，包括任务调度、状态管理、上下文传递、异常恢复等核心模块。 MCP/工具生态建设：主导MCP（Model Context Protocol）服务端建设，设计标准化接口规范，推动工具生态的标准化和规模化接入。 平台能力沉淀：将AI Agent相关的通用能力抽象为平台级服务，包括但不限于意图识别、工作流编排、人机协同、评测体系等，降低业务接入成本。 技术攻关：解决AI Agent场景下的高并发、低延迟、长上下文管理等技术难题，保障平台的稳定性、安全性和可扩展性。 技术探索：持续关注AI Agent领域的最新技术进展（如Agentic Pattern、多Agent协作框架、AgentOps等），推动前沿技术在平台中的落地应用。 任职要求 基本要求： 学历与经验：计算机科学、软件工程、人工智能或相关专业本科及以上学历，具备3-5年后端开发经验，有知名互联网公司工作经验者优先。 编程能力：熟悉Python，具备扎实的编程功底，对数据结构、算法、设计模式有深入理解，代码规范意识强。 AI Agent经验：有AI Agent项目实际开发经验，熟悉主流Agent框架（如LangChain、AutoGen、CrewAI、Claude Agents SDK等）。 后端架构：熟练掌握至少一种主流后端框架，具备微服务架构设计经验，熟悉服务治理、负载均衡、熔断限流等工程实践。 中间件与存储：熟悉MySQL/PostgreSQL等关系型数据库，熟练使用Redis、Kafka/RabbitMQ等中间件；有向量数据库（如Milvus、Chroma、Weaviate等）使用经验者优先。 工程化能力：熟练使用Linux开发环境，精通Git版本控制，熟悉Docker/Kubernetes容器化部署，了解CI/CD流程。 软技能：具备出色的技术沟通能力和跨团队协作精神，对AI技术有浓厚兴趣和学习热情，能主动推动技术创新落地。 加分项： 教育背景：985/211院校或海外知名院校硕士及以上学历，有顶会论文或开源项目贡献者优先。 平台经验：有AI训练平台、MLOps平台、大模型服务平台或AI Agent平台等相关领域的设计开发经验。 大规模系统：有支撑大模型推理服务或大规模分布式系统运维调优经验者优先。 全栈能力：具备一定的前端开发能力（如React/Vue），能独立完成端到端功能交付者优先。
